,high_ast
4772,Zfp771
4773,1700123O20Rik
4774,Shprh
4775,Ncoa5
4776,Eif2d
4777,Ube2l6
4778,Zfp512
4779,Abhd14a
4780,Stk40
4781,Otulin
4782,Mrps10
4783,Notch3
4784,Eif2s3x
4785,Vps72
4786,Tbc1d17
4787,Ncs1
4788,Asns
4789,Podxl2
4790,Gnpda2
4791,Gls
4792,Fgd4
4793,Rngtt
4794,Oard1
4795,Galc
4796,Sympk
4797,Peg10
4798,Mrpl21
4799,Arap2
4800,Gpatch8
4801,Tbc1d10b
4802,Agbl3
4803,Nelfe
4804,Zfp280d
4805,Cdk14
4806,Pbdc1
4807,Bloc1s6
4808,Rex1bd
4809,Hspa14
4810,Pkp2
4811,Tnrc6a
4812,Ids
4813,Pds5a
4814,Vxn
4815,Nr2f2
4816,Opa3
4817,Dicer1
4818,Zfp423
4819,Zfp462
4820,Mcee
4821,Bnip3
4822,Klhl28
4823,Rpp30
4824,Timm50
4825,Gtf2h3
4826,Mettl16
4827,Dbt
4828,Rora
4829,Prep
4830,Slco1a4
4831,Amn1
4832,Sf3a3
4833,Akap8
4834,Git2
4835,Cetn4
4836,Acbd6
4837,Cdc42ep1
4838,Edem2
4839,Pomk
4840,Aph1b
4841,Ecpas
4842,Ankfy1
4843,Pqbp1
4844,Rprd1a
4845,Cnn1
4846,Tgfb1i1
4847,Mr1
4848,Zadh2
4849,Zfp869
4850,Sec11c
4851,Ints6l
4852,Skiv2l
4853,Nup50
4854,Marchf6
4855,Zrsr2
4856,Mrpl2
4857,Phf2
4858,Hmbs
4859,Ltbr
4860,Tmem131l
4861,Rragd
4862,Champ1
4863,Mphosph10
4864,AI987944
4865,Slc20a1
4866,Uhrf1bp1l
4867,Plekhh3
4868,Ier5l
4869,Lrrc8d
4870,Cfap126
4871,Cdh13
4872,Arrdc4
4873,Src
4874,Dtd1
4875,Ap1ar
4876,Camta1
4877,Ccdc32
4878,Trappc1
4879,Sh3glb2
4880,Nop56
4881,Itpa
4882,Mms19
4883,Ppp2r5b
4884,Arfip2
4885,Rdh11
4886,Armcx2
4887,Casp6
4888,Rab8a
4889,Rnf5
4890,Rab34
4891,Crtap
4892,Nt5c2
4893,Pdk3
4894,Pgs1
4895,Hexim1
4896,Smpd2
4897,Ppp1cc
4898,Abca3
4899,Lrp8
4900,Sec22a
4901,Polk
4902,Tbc1d7
4903,Immp1l
4904,Sap130
4905,Pmvk
4906,Agtpbp1
4907,Usp3
4908,Pank3
4909,Bcl6
4910,Stk39
4911,Amer2
4912,1700029J07Rik
4913,Lgalsl
4914,Plppr2
4915,Rreb1
4916,Nudt2
4917,Pcdh17
4918,Eif2ak2
4919,Chrac1
4920,Dalrd3
4921,Dynll2
4922,Acyp1
4923,Gpsm2
4924,Rc3h2
4925,Ddx46
4926,Sh3bgrl3
4927,Tcf7l1
4928,Cep170
4929,Zfp322a
4930,Zdhhc17
4931,Hyou1
4932,Ints6
4933,Ttc4
4934,Rlim
4935,Spr
4936,Ccar2
4937,Rexo4
4938,Zbtb41
4939,Smim11
4940,Metap1
4941,Uck1
4942,Morc3
4943,Naa60
4944,Eif4enif1
4945,Sall3
4946,Dnajb12
4947,Uros
4948,Usp33
4949,Dcun1d2
4950,Rbms3
4951,Tbpl1
4952,Tpmt
4953,Snx19
4954,Bbs4
4955,Naa20
4956,Gga1
4957,Anapc10
4958,Rbmxl1
4959,Fahd2a
4960,Blzf1
4961,Paxbp1
4962,Timm8b
4963,Atrnl1
4964,Nek1
4965,Ephb2
4966,Ubqln4
4967,Ptges2
4968,Slc12a7
4969,Bsdc1
4970,Ddx21
4971,Bst2
4972,Fdx1
4973,Anapc7
4974,Ireb2
4975,Cr1l
4976,Kmt2c
4977,Nkap
4978,Btbd2
4979,Mark4
4980,Prex1
4981,Rbm34
4982,Zkscan5
4983,Plcd1
4984,Cic
4985,Cyth2
4986,Pde1a
4987,Irf2
4988,Gnl3
4989,Kctd1
4990,Pard6g
4991,Plxna2
4992,Hcfc1
4993,Tmem260
4994,Pes1
4995,Pycr2
4996,Tfam
4997,Cflar
4998,Crtc3
4999,Napg
5000,Kcnc1
5001,Plrg1
5002,Scrn3
5003,Rasa3
5004,Sfswap
5005,Lamtor4
5006,N4bp2
5007,Rhbdd2
5008,Ncln
5009,Fam174b
5010,Top2a
5011,Nhlrc2
5012,Pde1b
5013,Hgs
5014,Josd2
5015,Pum2
5016,Hdac7
5017,Dynlt2b
5018,Mlh3
5019,Zbtb44
5020,Cdc27
5021,Slc41a2
5022,Cwf19l2
5023,Nsmce2
5024,Lcp1
5025,Stx2
5026,Atp13a2
5027,Vps13d
5028,Rbm4b
5029,Serf2
5030,Dyrk1a
5031,Proser1
5032,Ado
5033,Jarid2
5034,4930453N24Rik
5035,Fbxw9
5036,Rpl22l1
5037,Clk2
5038,Abcf3
5039,Nap1l5
5040,Mdm4
5041,Ilvbl
5042,Dnmbp
5043,Acot11
5044,Cog2
5045,Castor2
5046,Mef2a
5047,Gnpda1
5048,Stk11
5049,Zcchc7
5050,Tor1b
5051,Gmpr
5052,Afg1l
5053,Col1a2
5054,Pkn2
5055,Scn3b
5056,Pcnx4
5057,Aacs
5058,Sertm1
5059,Smpdl3b
5060,Spryd7
5061,Nudt18
5062,Taf1
5063,Nudt16l1
5064,Rprd1b
5065,Lancl2
5066,Arel1
5067,Mysm1
5068,Rab4a
5069,Rilpl2
5070,Siae
5071,Dhdds
5072,Ndufaf1
5073,Olfml1
5074,Bcl2l13
5075,Hprt
5076,Mrps12
5077,Gak
5078,Stxbp1
5079,Snx7
5080,Cnrip1
5081,2210016L21Rik
5082,Zer1
5083,Cyfip2
5084,Rabif
5085,Ralgapb
5086,Gba
5087,Rapgef2
5088,Dnlz
5089,Mn1
5090,Hltf
5091,Cdkl3
5092,Fbxo45
5093,Grhpr
5094,Eola1
5095,Stx16
5096,Mcm4
5097,Exosc9
5098,Mrpl57
5099,Luzp1
5100,Ripk1
5101,Eif4ebp1
5102,Med24
5103,Dhx29
5104,Sipa1l3
5105,Prrx1
5106,Dvl1
5107,Hars2
5108,L3mbtl3
5109,Avl9
5110,Zfp746
5111,Smarce1
5112,Rnf44
5113,Cd2ap
5114,Lrrcc1
5115,Pmepa1
5116,2010315B03Rik
5117,Ralgps1
5118,Tmem243
5119,Ccdc91
5120,Usp38
5121,Hsdl1
5122,Dkk3
5123,Mpc1
5124,Map3k20
5125,Leo1
5126,Mrpl38
5127,Cyb5d2
5128,Supt4a
5129,Apobec3
5130,Cdc34
5131,Gpc6
5132,Socs6
5133,Npepl1
5134,Parp12
5135,Dab2ip
5136,Thoc2l
5137,Wdr18
5138,Mtmr10
5139,Mtres1
5140,Rab35
5141,Cep57
5142,Tspan13
5143,Iws1
5144,Idnk
5145,Ing1
5146,Msrb2
5147,Spats2
5148,Vav3
5149,Wdfy2
5150,Armc3
5151,Ccdc43
5152,Stub1
5153,Ahcyl2
5154,Dexi
5155,Ngdn
5156,Git1
5157,Ctdnep1
5158,Elovl1
5159,Tnfrsf12a
5160,Pycrl
5161,Arhgap31
5162,Tgfbrap1
5163,Slain1
5164,D3Ertd751e
5165,Nipa1
5166,Tsen15
5167,Rfc2
5168,Wdr19
5169,Psrc1
5170,Ccny
5171,Cdyl
5172,Stim1
5173,Cry1
5174,Dym
5175,Nme7
5176,Tssc4
5177,Meaf6
5178,Rsph1
5179,Pdzd8
5180,Nacc1
5181,Snrnp40
5182,Mknk2
5183,Bloc1s2
5184,Wasf1
5185,Stard10
5186,Cacng5
5187,Pigu
5188,Pxn
5189,Tmem60
5190,Thbs3
5191,Fam210a
5192,Rabggta
5193,Eml4
5194,Mrps16
5195,Pabpn1
5196,Cfap69
5197,Fam149b
5198,Snx12
5199,Zfyve1
5200,Ankrd54
5201,Prkx
5202,Parp9
5203,Rnf185
5204,Mrpl46
5205,Snapc5
5206,Glrx
5207,Clcn7
5208,Timm17b
5209,Elmod2
5210,Dapk3
5211,Hmgcll1
5212,Med4
5213,Tdrd3
5214,Nup85
5215,Gatc
5216,Bri3bp
5217,Zmym6
5218,Foxk2
5219,Diaph3
5220,Med13l
5221,Wwox
5222,Tpst2
5223,Rpap2
5224,Poglut3
5225,Pcgf5
5226,Mrps33
5227,Nme1
5228,Fut10
5229,Tsfm
5230,Arf6
5231,Patz1
5232,Nub1
5233,Ruvbl1
5234,Itgb1bp1
5235,Fam193a
5236,Nat8f4
5237,Ccdc92
5238,Zfp317
5239,Tarsl2
5240,Dpp3
5241,Atp9b
5242,C1ql3
5243,Znrf2
5244,Xrn1
5245,Top3b
5246,Samd8
5247,U2af1
5248,Cxxc1
5249,Taf12
5250,Cmas
5251,Jakmip2
5252,Arhgef1
5253,Gdap2
5254,Ubap2
5255,Parp11
5256,Atg4b
5257,Sde2
5258,Sharpin
5259,Sec61g
5260,St6galnac4
5261,Pspc1
5262,Ncdn
5263,Ptpn9
5264,Arl6ip4
5265,Crim1
5266,Ubqln2
5267,Ppp1r16a
5268,Uchl5
5269,Prdx4
5270,Samd5
5271,Arl13b
5272,Mrpl33
5273,Med9
5274,Zbtb7a
5275,Lmbr1
5276,Ints2
5277,Zfp942
5278,Tbc1d20
5279,Ankrd49
5280,Tug1
5281,Ifit3b
5282,Ice1
5283,Slc25a44
5284,Ppp1r37
5285,Nell2
5286,Smim1
5287,Asxl1
5288,Gpr108
5289,B3gat1
5290,Senp7
5291,Kansl2
5292,Psme4
5293,Dennd4a
5294,Rap2c
5295,Ift43
5296,Rap1gap
5297,Rcn3
5298,Dnajb5
5299,Gpnmb
5300,Zmiz2
5301,Tmem218
5302,Fbxl16
5303,Slc25a33
5304,Med15
5305,Dmac2l
5306,Baiap2
5307,Stx18
5308,Eps15l1
5309,Wdr77
5310,Parp2
5311,Bms1
5312,Dync2h1
5313,Npc1
5314,Mrpl35
5315,Mier3
5316,Laptm5
5317,P3h4
5318,Usf1
5319,Mob1b
5320,Fam181b
5321,Tut7
5322,Fbxl20
5323,Atf5
5324,Tmem107
5325,Snrk
5326,Akip1
5327,2310011J03Rik
5328,Fars2
5329,Lsg1
5330,Rwdd4a
5331,Ascc1
5332,Ap5m1
5333,Kdm7a
5334,Suz12
5335,Tsc2
5336,Nkiras2
5337,Chmp6
5338,Sestd1
5339,Trim27
5340,Pgap2
5341,Gramd1a
5342,Hfe
5343,Togaram1
5344,Pacsin3
5345,Tspo
5346,Slc18b1
5347,Kdm4c
5348,Antxr1
5349,Dnttip1
5350,Setd2
5351,Cd14
5352,Wdr47
5353,Syt17
5354,Dnah9
5355,Sowahc
5356,Elk4
5357,Mark2
5358,Miga1
5359,Ston2
5360,Sugp1
5361,Txnl4a
5362,Cpsf7
5363,Myh14
5364,Arfgap1
5365,H2aj
5366,Rbm43
5367,Nek4
5368,Evi5l
5369,Tasor2
5370,Tmem109
5371,Cnot1
5372,Msh2
5373,Cyp2j9
5374,Igfbpl1
5375,Tmem67
5376,Iqcb1
5377,Clba1
5378,Apc2
5379,Bcl7b
5380,Cog3
5381,Xpo7
5382,Ppp1r8
5383,Gpr180
5384,Stk4
5385,Tmcc1
5386,Pafah2
5387,Fnbp4
5388,Hsf1
5389,Chchd4
5390,Agtrap
5391,Adgrb2
5392,Kctd6
5393,Nt5m
5394,Katna1
5395,Ptprm
5396,Wdr12
5397,Socs5
5398,Prkd3
5399,Csgalnact2
5400,Zyg11b
5401,Tubgcp2
5402,Gramd1b
5403,Cybb
5404,Oxnad1
5405,Polb
5406,Bltp1
5407,Ppp1r21
5408,Rab36
5409,Golga4
5410,Chd1
5411,Nip7
5412,Cbx4
5413,Bbc3
5414,Fbln5
5415,Vars
5416,Rsph9
5417,Zdhhc2
5418,Rnf111
5419,Tbc1d2b
5420,Cwc22
5421,Gnptab
5422,Hivep3
5423,Pcna
5424,Il1rap
5425,Dpagt1
5426,Drc1
5427,Polr2a
5428,Mettl14
5429,Trnau1ap
5430,Riok1
5431,Ctxnd1
5432,Setdb1
5433,Frmd3
5434,Cinp
5435,Ntmt1
5436,Ppil1
5437,Mtln
5438,Fbxo11
5439,Aldh9a1
5440,Kank1
5441,Nsf
5442,Coa6
5443,Srd5a3
5444,Mettl6
5445,Arsa
5446,Mmp2
5447,Rilpl1
5448,Acads
5449,Patl1
5450,Numbl
5451,Tor1a
5452,Pigm
5453,Msrb3
5454,Cplane1
5455,Thumpd1
5456,Ercc4
5457,Hdac5
5458,Itga7
5459,Ankrd6
5460,Wdr48
5461,Def8
5462,Ankrd26
5463,Tbp
5464,Mios
5465,Trip6
5466,Ttll1
5467,Aox1
5468,Keap1
5469,Sobp
5470,Rragb
5471,Mrpl58
5472,Washc4
5473,Snu13
5474,Rubcn
5475,Rsl24d1
5476,Mrpl34
5477,Ankrd28
5478,Akap12
5479,Dcaf5
5480,Bmper
5481,Ltv1
5482,Helz
5483,Nbea
5484,Dcaf17
5485,Zc3h18
5486,Stmn2
5487,Uspl1
5488,Pan3
5489,Sh3d19
5490,Eya1
5491,Snrpg
5492,Iffo1
5493,Sqor
5494,Manea
5495,Tubb3
5496,Ints14
5497,Hmgb3
5498,Orai3
5499,Pacs2
5500,Caskin1
5501,Sgk3
5502,Tmcc3
5503,Rpain
5504,Msl1
5505,Fam98a
5506,Rapgef1
5507,Fam210b
5508,Rmnd5b
5509,Asphd2
5510,Slc39a1
5511,St3gal2
5512,Zfp426
5513,Xab2
5514,Mamdc2
5515,Cilk1
5516,Zfp35
5517,Shc3
5518,Brf1
5519,Uqcc3
5520,Entr1
5521,Rif1
5522,Mon2
5523,C2cd3
5524,Faap20
5525,Gm1673
5526,Golga2
5527,Cwc27
5528,Diaph2
5529,Senp3
5530,Bcl9l
5531,Znhit1
5532,Asap2
5533,Stxbp5
5534,Mospd2
5535,Tusc2
5536,Cep170b
5537,Rbbp5
5538,Synj1
5539,Ranbp2
5540,Selenom
5541,Commd9
5542,Ints9
5543,Kif2a
5544,Fam193b
5545,Axin1
5546,Acad9
5547,Ppp2r3c
5548,Eva1a
5549,Mepce
5550,Ccdc30
5551,Flywch1
5552,Nop14
5553,Ccdc122
5554,Ss18l2
5555,Rcbtb1
5556,Fbxo6
5557,Iqce
5558,Dzip3
5559,Cbr4
5560,Nsg1
5561,Rbpj
5562,H2-T22
5563,Fam118b
5564,Sel1l3
5565,Irf3
5566,Kansl3
5567,Itpk1
5568,Garnl3
5569,Gpc1
5570,Il11ra1
5571,Erf
5572,Ppfia1
5573,Fbf1
5574,Dhrs4
5575,Tox3
5576,Zfp943
5577,Rnf40
5578,Ptpdc1
5579,Per3
5580,Sugct
5581,Igtp
5582,Cers1
5583,Ppox
5584,Arhgef10
5585,Plin3
5586,Slk
5587,Usp53
5588,Cnot11
5589,Fxyd6
5590,Snrpc
5591,Fbxl4
5592,Nom1
5593,Tubb4a
5594,Zdhhc8
5595,Pigyl
5596,Adgrb1
5597,Zmym5
5598,Mrs2
5599,Phf5a
5600,Mlf1
5601,Arfrp1
5602,Dlg4
5603,Nrf1
5604,Polr2c
5605,Traf4
5606,Cars
5607,Nfyc
5608,Gys1
5609,Cntrl
5610,Oma1
5611,Gtf2h2
5612,Scnm1
5613,Prcp
5614,Znfx1
5615,Gsk3a
5616,Dync2i1
5617,Fhip2a
5618,Ccs
5619,Riok2
5620,Kank4
5621,Ccdc191
5622,Tpra1
5623,Slmap
5624,Stoml1
5625,Trappc2
5626,Zfp37
5627,4930523C07Rik
5628,Foxj3
5629,Sytl2
5630,Dnmt3a
5631,Zfp672
5632,S100b
5633,Sap30l
5634,Zfp110
5635,Virma
5636,Dop1b
5637,Slc6a6
5638,Fpgt
5639,Klhdc10
5640,Ftsj3
5641,Osbp
5642,Aldh18a1
5643,Ptpn21
5644,Pak3
5645,Gpr137
5646,Ptprt
5647,Edem3
5648,Dmxl1
5649,Orc5
5650,Coq6
5651,Caap1
5652,Rps6ka5
5653,Synrg
5654,Tor2a
5655,Iah1
5656,Nf2
5657,Sema3c
5658,Ubxn2b
5659,Nup214
5660,Trappc8
5661,Fbxw7
5662,Bbs7
5663,Gtf3c5
5664,Rrm2
5665,Clip1
5666,Rgs12
5667,Tuba4a
5668,Scrib
5669,Nnat
5670,Mbip
5671,Dhx35
5672,Bin1
5673,Ppp4r2
5674,Fam120c
5675,Ppp1r15b
5676,Osbpl11
5677,Tln2
5678,Tmem120a
5679,Acsf2
5680,Trappc2l
5681,Fitm2
5682,Cerk
5683,Ugcg
5684,Cbs
5685,Tmem38b
5686,Dcaf6
5687,Utp4
5688,Dnajc14
5689,Uck2
5690,Ankrd13b
5691,Irgm2
5692,1700025G04Rik
5693,Vkorc1l1
5694,Tbc1d31
5695,Chic1
5696,Bri3
5697,Gtf3c3
5698,Rgmb
5699,Uxs1
5700,Katnal2
5701,Ly6h
5702,Slc39a9
5703,H2ax
5704,Slco3a1
5705,Wdtc1
5706,Ttc17
5707,Zdhhc13
5708,Snx32
5709,Slitrk2
5710,Paxip1
5711,Ddx3y
5712,Tex10
5713,Rassf2
5714,Snx25
5715,Fbxl14
5716,Fkbp15
5717,Pdgfa
5718,Cog7
5719,Scara3
5720,Rrp7a
5721,Acp6
5722,Clec16a
5723,Rnaseh2b
5724,Mrpl55
5725,Cherp
5726,Mtpap
5727,Orai1
5728,Pex5
5729,Gm5617
5730,Supt7l
5731,Mdfic
5732,2610008E11Rik
5733,Zdhhc21
5734,Tyw1
5735,Atp5g2
5736,Nop9
5737,Col9a3
5738,Zfp719
5739,Mlh1
5740,Hsd17b11
5741,Tbcd
5742,Wdr73
5743,Nt5c3b
5744,St6galnac6
5745,Steap3
5746,Zbtb25
5747,Kif3b
5748,Atg2b
5749,Phc3
5750,Rhbdd1
5751,Fam53b
5752,Abhd11
5753,Retreg3
5754,Rhbdf1
5755,Litaf
5756,1500009L16Rik
5757,Eif2b4
5758,Nqo2
5759,Atxn7
5760,Adgra1
5761,Serinc5
5762,Mok
5763,Snrpa1
5764,Gnas
5765,R3hdm4
5766,Vangl1
5767,Znrf1
5768,Klf9
5769,Sms
5770,Cyld
5771,Cast
5772,Rgs3
5773,Heatr3
5774,Ikbkg
5775,Omd
5776,Polr1c
5777,Rhou
5778,Fer
5779,Zfp46
5780,Sertad2
5781,Rufy2
5782,Kif9
5783,Lemd2
5784,Epm2aip1
5785,Trim24
5786,Pak4
5787,Hps5
5788,Scamp3
5789,Pard3
5790,Tmem62
5791,Ucma
5792,Schip1
5793,Epha4
5794,Cep104
5795,Acap3
5796,Ep400
5797,Fibp
5798,Rnf166
5799,Nkain4
5800,Actr6
5801,Cog8
5802,Smarcal1
5803,Zdhhc9
5804,Thbs2
5805,Ttpal
5806,Amph
5807,Aph1a
5808,Aldh3b1
5809,Wee1
5810,Dars2
5811,Mien1
5812,Epb41l3
5813,Commd2
5814,Fastkd2
5815,C2cd5
5816,Efnb2
5817,Pacc1
5818,Pold3
5819,Rab27b
5820,Ints7
5821,Clock
5822,Slc50a1
5823,Elmod3
5824,Vps33a
5825,Mrpl44
5826,Foxred1
5827,Abl1
5828,Rab11fip4
5829,Dolk
5830,Med30
5831,Stk38l
5832,Naglu
5833,Tgfbr2
5834,Preb
5835,Tekt1
5836,Ppp2r3d
5837,Mospd1
5838,Zfp362
5839,Celsr1
5840,Fndc4
5841,Fam135a
5842,Ctbs
5843,Bop1
5844,Rbsn
5845,C3ar1
5846,Zcchc8
5847,Jazf1
5848,Ssc5d
5849,Las1l
5850,Zdhhc24
5851,Gprasp1
5852,Ccdc174
5853,Carm1
5854,Cyp7b1
5855,Crlf3
5856,Slc25a15
5857,Pfn4
5858,Nsun3
5859,Fmnl2
5860,Slc11a2
5861,Nosip
5862,Rprd2
5863,Mllt3
5864,Gins4
5865,Fnbp1l
5866,Mfsd8
5867,Tshr
5868,Igf1r
5869,Nrp2
5870,Cnksr3
5871,Pdpk1
5872,Gpn1
5873,Rabgap1l
5874,Chchd7
5875,Dgcr2
5876,Cdk2ap1
5877,Wdr5
5878,Jmy
5879,Exd2
5880,Abcb8
5881,Hspg2
5882,Sbno2
5883,Zfp704
5884,Strada
5885,Gas8
5886,Bicd1
5887,Got1
5888,Smim13
5889,Sbf1
5890,Pip5k1a
5891,P3h2
5892,Pramel12
5893,Pcgf2
5894,Zfp622
5895,Tanc2
5896,Zbed3
5897,Vti1a
5898,Kat2a
5899,Cep63
5900,Tead2
5901,Gid4
5902,Dzip1
5903,Slc6a8
5904,Cstf1
5905,Zgpat
5906,Mpi
5907,Cnot9
5908,Wdsub1
5909,Nxpe4
5910,Sppl2b
5911,Metrnl
5912,Ost4
5913,Lrrc8a
5914,Slc6a11
5915,Pip4k2c
5916,Dtnb
5917,Cttnbp2
5918,Larp7
5919,Mrps30
5920,Evl
5921,Nipal3
5922,Fam81a
5923,Ndufaf2
5924,Grk6
5925,Hdac9
5926,Casc3
5927,Cyp1b1
5928,Lyn
5929,Prr3
5930,Nudcd1
5931,Rrp36
5932,Homez
5933,Bcl9
5934,Cdk1
5935,Ecm1
5936,Myo9a
5937,Fbxo42
5938,Clcn2
5939,R3hcc1l
5940,Msantd3
5941,Capn1
5942,Zfp516
5943,Rnf121
5944,Ehmt1
5945,Vps13b
5946,Gfod2
5947,Wdyhv1
5948,Rtn4ip1
5949,Stat2
5950,Csnk2a1
5951,Osbpl6
5952,Ylpm1
5953,Prpf40b
5954,Acat2
5955,Hddc2
5956,Coq8b
5957,Slc4a2
5958,Ebpl
5959,Xrcc4
5960,Cyp4f13
5961,Mcoln1
5962,Nit1
5963,Ccdc39
5964,Numb
5965,Gfer
5966,Ccdc12
5967,Stard3
5968,Snph
5969,Foxj2
5970,Farsa
5971,Arl16
5972,Fut9
5973,Cep120
5974,Fbxo36
5975,Lhpp
5976,Fam149a
5977,Tap1
5978,Apeh
5979,Cdh6
5980,Ilrun
5981,Adgrb3
5982,Nudt5
5983,Shmt2
5984,Tlcd1
5985,Polr1f
5986,Zfp608
5987,Kctd2
5988,Zfp160
5989,Isg20l2
5990,Pdap1
5991,Spsb1
5992,Amot
5993,Kcnd3
5994,Imp4
5995,Lrp12
5996,Mfap3l
5997,Cmip
5998,Ghr
5999,Atg9a
6000,Thoc5
6001,Tcerg1l
6002,Mrpl47
6003,Mideas
6004,Cdon
6005,Aass
6006,Slc46a1
6007,Nmnat2
6008,Naf1
6009,Spef2
6010,Ndufaf3
6011,Dynlrb2
6012,Abcc4
6013,Fndc5
6014,Snapc3
6015,Rfx2
6016,Zfp800
6017,Enc1
6018,Mlx
6019,Cmc1
6020,Paip2b
6021,Urm1
6022,Ccdc173
6023,Pik3cb
6024,Ly6e
6025,Slc35a2
6026,Tmem179b
6027,Parp8
6028,Vmac
6029,St7
6030,Stag1
6031,Wdr37
6032,Mrps26
6033,Zc3h4
6034,Cdkal1
6035,Nckap5
6036,Plxna1
6037,Vps8
6038,Flcn
6039,Fam229b
6040,Swt1
6041,Spryd3
6042,Amdhd2
6043,Cd320
6044,Ipmk
6045,Ephx4
6046,Hacd1
6047,Thap11
6048,Tysnd1
6049,Usp18
6050,Slc25a19
6051,Trim26
6052,Hspb11
6053,Mllt10
6054,Rab7b
6055,Prrc1
6056,Slain2
6057,Elf1
6058,Lrrc14
6059,Amt
6060,Zfp397
6061,Agfg2
6062,1700037H04Rik
6063,Mta3
6064,Drp2
6065,Adam23
6066,Fbxo33
6067,Rsph4a
6068,Plekho2
6069,Pcgf3
6070,Kif13a
6071,Fndc3b
6072,Nif3l1
6073,Fndc3a
6074,Tanc1
6075,Vamp8
6076,Deaf1
6077,Gpr137b
6078,Cdkn2d
6079,Fam13a
6080,Card19
6081,Gng7
6082,Lhfpl2
6083,Timm10
6084,Rpa2
6085,Apool
6086,Dnajc28
6087,Klhdc8a
6088,Tjap1
6089,Carmil1
6090,Gmppa
6091,Lrrc28
6092,Apbb2
6093,Rpp25l
6094,Kdm4b
6095,Car5b
6096,Wasf3
6097,Hycc1
6098,Trappc6b
6099,Nat8l
6100,Exosc4
6101,Garre1
6102,Akap13
6103,Chac2
6104,Tmem11
6105,Zfp944
6106,Naa25
6107,Rnf38
6108,Itsn2
6109,Akap7
6110,2900026A02Rik
6111,Pds5b
6112,Srf
6113,Igfbp4
6114,Plekhf1
6115,Slc30a6
6116,Mxd1
6117,Adgrl2
6118,Pcnx
6119,Auts2
6120,Fem1c
6121,Jup
6122,B4galt2
6123,Ring1
6124,Rbm15b
6125,Lemd3
6126,Pygo2
6127,Spry2
6128,Cib2
6129,Mark1
6130,Ddx18
6131,Ipo8
6132,4930503L19Rik
6133,Phaf1
6134,Dph6
6135,Gcdh
6136,Brd3os
6137,Arhgap17
6138,Brd1
6139,Smim4
6140,Pcbp3
6141,Sfrp1
6142,Ifnar2
6143,Nr2f6
6144,Phactr2
6145,Swap70
6146,Samd4
6147,Poc5
6148,Gripap1
6149,Rbis
6150,Plpp6
6151,Mmgt2
6152,Ttpa
6153,Ttc23
6154,Mcm7
6155,Trmt2a
6156,Lmf2
6157,Gdpd1
6158,Fyco1
6159,Nek11
6160,Zfp830
6161,Efhd1
6162,Atp11b
6163,Ntpcr
6164,Gpatch11
6165,Glb1l2
6166,Tgm2
6167,Mapkapk3
6168,Ccdc107
6169,Psmb10
6170,Mvb12a
6171,Golga3
6172,Rgs7
6173,Zw10
6174,Lsm10
6175,Fcer1g
6176,Lrp1b
6177,Ric3
6178,Bckdhb
6179,Mrpl19
6180,Dab1
6181,Mrps22
6182,Aspscr1
6183,Crtc2
6184,Mgmt
6185,Mrps28
6186,Snapc1
6187,Tmem44
6188,Anks1
6189,Vasn
6190,Dis3l
6191,Fktn
6192,Ddx10
6193,Klhl11
6194,Chsy1
6195,Zfp12
6196,Cdkn2aip
6197,Ciao1
6198,Upf2
6199,Prdm2
6200,Morn2
6201,Acvr2a
6202,Dpysl4
6203,Dcaf10
6204,Pcid2
6205,Abhd2
6206,Vav2
6207,Nopchap1
6208,Mrpl1
6209,Tbl3
6210,Selenoi
6211,Slc26a6
6212,Sap30
6213,Gtf3c4
6214,Nkiras1
6215,Cpsf1
6216,Gpatch2
6217,Mospd3
6218,Uimc1
6219,Tubgcp5
6220,Mdk
6221,Msrb1
6222,Shroom2
6223,Dhcr7
6224,Mfap1b
6225,Bace1
6226,Dysf
6227,Mtm1
6228,Ubiad1
6229,Gabrg1
6230,Ebag9
6231,Gbp7
6232,Mtmr1
6233,Aptx
6234,Mtf2
6235,Chn1
6236,BC003965
6237,Fosl2
6238,Arl5b
6239,Robo2
6240,Gle1
6241,Dnaaf10
6242,Chd2
6243,Hs3st1
6244,Tbcc
6245,Entpd2
6246,Rbm10
6247,Ubr3
6248,Gopc
6249,Mto1
6250,Tubgcp4
6251,Mrto4
6252,Dguok
6253,Igsf1
6254,Csnk1g1
6255,Fgd1
6256,Pias4
6257,Rbfox2
6258,Pus7
6259,Thoc3
6260,Ankhd1
6261,Maip1
6262,Trappc5
6263,Pomt2
6264,Suco
6265,Kcna6
6266,Bbs9
6267,Chd8
6268,Lca5
6269,Rmc1
6270,E2f4
6271,Ephx2
6272,Vps13a
6273,1110059G10Rik
6274,Ppp6r2
6275,Uckl1
6276,Plekha2
6277,Nat8f1
6278,Sanbr
6279,Slc25a25
6280,Med22
6281,Camk2n1
6282,Pik3r4
6283,Arhgef25
6284,Sh3bp5l
6285,Aaas
6286,Mphosph6
6287,Adpgk
6288,Cul9
6289,Cpeb4
6290,Lnpk
6291,Elp1
6292,Dnajc13
6293,Smurf2
6294,Fbxo34
6295,Mettl23
6296,Zswim8
6297,Galnt18
6298,Tatdn3
6299,Btbd8
6300,Cacul1
6301,Coq4
6302,Rps19bp1
6303,Zcchc12
6304,Creld1
6305,Emx2
6306,Ino80d
6307,Cblb
6308,Med6
6309,Rai1
6310,Tlcd4
6311,Med23
6312,Kctd3
6313,Ccdc141
6314,Usp37
6315,Pogz
